Account,Ticket,Underlying,Symbol,Exchange,Time,Action,Quantity,Price,Commission
PST-006776-G030,21122948,MNQ,MNQH6,CME,"01/15/2026 07:58:08.892-0500",BOT,1,25848.50,
PST-006776-G030,21122958,MNQ,MNQH6,CME,"01/15/2026 07:58:11.547-0500",BOT,1,25850.00,
PST-006776-G030,21123035,MNQ,MNQH6,CME,"01/15/2026 08:02:48.887-0500",SLD,2,25840.25,
PST-006776-G030,21123049,MNQ,MNQH6,CME,"01/15/2026 08:03:13.611-0500",BOT,1,25845.50,
PST-006776-G030,21123065,MNQ,MNQH6,CME,"01/15/2026 08:03:44.850-0500",SLD,1,25841.00,
PST-006776-G030,21123070,MNQ,MNQH6,CME,"01/15/2026 08:03:48.564-0500",SLD,1,25840.75,
PST-006776-G030,21123077,MNQ,MNQH6,CME,"01/15/2026 08:03:51.748-0500",SLD,1,25838.00,
PST-006776-G030,21123114,MNQ,MNQH6,CME,"01/15/2026 08:04:40.743-0500",BOT,2,25848.50,
PST-006776-G030,21123120,MNQ,MNQH6,CME,"01/15/2026 08:04:45.147-0500",BOT,1,25851.25,
PST-006776-G030,21123127,MNQ,MNQH6,CME,"01/15/2026 08:04:46.039-0500",BOT,1,25853.00,
PST-006776-G030,21123134,MNQ,MNQH6,CME,"01/15/2026 08:04:47.559-0500",BOT,1,25855.50,
PST-006776-G030,21123913,MNQ,MNQH6,CME,"01/15/2026 08:30:10.616-0500",SLD,1,25869.25,
PST-006776-G030,21123962,MNQ,MNQH6,CME,"01/15/2026 08:30:41.607-0500",SLD,1,25868.00,
PST-006776-G030,21123978,MNQ,MNQH6,CME,"01/15/2026 08:31:04.091-0500",SLD,1,25860.25,
PST-006776-G030,21124046,MNQ,MNQH6,CME,"01/15/2026 08:32:26.650-0500",BOT,1,25867.50,
PST-006776-G030,21125973,MNQ,MNQH6,CME,"01/15/2026 08:52:10.081-0500",SLD,1,25904.50,
PST-006776-G030,21182721,MNQ,MNQH6,CME,"01/15/2026 23:16:27.229-0500",BOT,1,25803.75,
PST-006776-G030,21182742,MNQ,MNQH6,CME,"01/15/2026 23:17:59.356-0500",BOT,1,25807.00,
PST-006776-G030,21183654,MNQ,MNQH6,CME,"01/16/2026 01:05:47.412-0500",SLD,2,25804.00,
PST-006776-G030,21183678,MNQ,MNQH6,CME,"01/16/2026 01:06:09.992-0500",BOT,1,25805.75,
PST-006776-G030,21183685,MNQ,MNQH6,CME,"01/16/2026 01:06:24.726-0500",SLD,1,25805.00,
PST-006776-G030,21183690,MNQ,MNQH6,CME,"01/16/2026 01:06:59.878-0500",BOT,1,25805.50,
PST-006776-G030,21183697,MNQ,MNQH6,CME,"01/16/2026 01:07:02.067-0500",BOT,1,25805.50,
PST-006776-G030,21183721,MNQ,MNQH6,CME,"01/16/2026 01:09:24.576-0500",BOT,1,25812.25,
PST-006776-G030,21185029,MNQ,MNQH6,CME,"01/16/2026 03:21:42.352-0500",SLD,1,25823.25,
PST-006776-G030,21185034,MNQ,MNQH6,CME,"01/16/2026 03:21:47.038-0500",SLD,1,25822.25,
PST-006776-G030,21185039,MNQ,MNQH6,CME,"01/16/2026 03:21:51.126-0500",SLD,1,25821.00,
PST-006776-G030,21185054,MNQ,MNQH6,CME,"01/16/2026 03:22:37.000-0500",SLD,1,25816.50,
PST-006776-G030,21185152,MNQ,MNQH6,CME,"01/16/2026 03:25:51.121-0500",BOT,1,25820.00,
PST-006776-G030,21185181,MNQ,MNQH6,CME,"01/16/2026 03:26:24.066-0500",BOT,1,25820.75,
PST-006776-G030,21185188,MNQ,MNQH6,CME,"01/16/2026 03:26:24.749-0500",BOT,1,25820.50,
PST-006776-G030,21185255,MNQ,MNQH6,CME,"01/16/2026 03:28:29.577-0500",SLD,2,25816.25,
PST-006776-G030,21185261,MNQ,MNQH6,CME,"01/16/2026 03:28:31.961-0500",SLD,1,25817.25,
PST-006776-G030,21185279,MNQ,MNQH6,CME,"01/16/2026 03:29:30.893-0500",BOT,1,25821.50,
PST-006776-G030,21185285,MNQ,MNQH6,CME,"01/16/2026 03:29:36.020-0500",BOT,1,25819.50,
PST-006776-G030,21185392,MNQ,MNQH6,CME,"01/16/2026 03:33:50.182-0500",SLD,1,25815.00,
PST-006776-G030,21185403,MNQ,MNQH6,CME,"01/16/2026 03:34:11.233-0500",SLD,1,25814.50,
PST-006776-G030,21185410,MNQ,MNQH6,CME,"01/16/2026 03:34:13.719-0500",SLD,1,25813.25,
PST-006776-G030,21185521,MNQ,MNQH6,CME,"01/16/2026 03:41:05.550-0500",SLD,1,25800.75,
PST-006776-G030,21185538,MNQ,MNQH6,CME,"01/16/2026 03:43:47.806-0500",BOT,3,25811.25,
PST-006776-G030,21185546,MNQ,MNQH6,CME,"01/16/2026 03:44:07.253-0500",SLD,1,25810.00,
PST-006776-G030,21185576,MNQ,MNQH6,CME,"01/16/2026 03:45:54.167-0500",SLD,1,25808.00,
PST-006776-G030,21185587,MNQ,MNQH6,CME,"01/16/2026 03:46:59.735-0500",BOT,2,25814.25,
PST-006776-G030,21185599,MNQ,MNQH6,CME,"01/16/2026 03:47:35.618-0500",BOT,1,25818.00,
PST-006776-G030,21185604,MNQ,MNQH6,CME,"01/16/2026 03:47:36.652-0500",BOT,1,25818.00,
PST-006776-G030,21185617,MNQ,MNQH6,CME,"01/16/2026 03:47:37.990-0500",BOT,1,25817.50,
PST-006776-G030,21185828,MNQ,MNQH6,CME,"01/16/2026 03:58:45.406-0500",SLD,3,25813.25,
PST-006776-G030,21185843,MNQ,MNQH6,CME,"01/16/2026 03:59:50.513-0500",BOT,1,25819.25,
PST-006776-G030,21185850,MNQ,MNQH6,CME,"01/16/2026 03:59:51.517-0500",BOT,1,25818.75,
PST-006776-G030,21185861,MNQ,MNQH6,CME,"01/16/2026 04:00:29.410-0500",BOT,1,25821.50,
PST-006776-G030,21186104,MNQ,MNQH6,CME,"01/16/2026 04:20:36.895-0500",SLD,1,25818.50,
PST-006776-G030,21186104,MNQ,MNQH6,CME,"01/16/2026 04:20:36.895-0500",SLD,2,25818.25,
PST-006776-G030,21186109,MNQ,MNQH6,CME,"01/16/2026 04:20:43.041-0500",SLD,1,25815.25,
PST-006776-G030,21186116,MNQ,MNQH6,CME,"01/16/2026 04:20:47.649-0500",SLD,1,25814.25,
PST-006776-G030,21186123,MNQ,MNQH6,CME,"01/16/2026 04:20:49.812-0500",SLD,1,25814.25,
PST-006776-G030,21186154,MNQ,MNQH6,CME,"01/16/2026 04:21:30.030-0500",BOT,3,25820.00,
PST-006776-G030,21186164,MNQ,MNQH6,CME,"01/16/2026 04:21:32.881-0500",BOT,1,25820.25,
PST-006776-G030,21186173,MNQ,MNQH6,CME,"01/16/2026 04:21:38.455-0500",BOT,1,25822.25,
PST-006776-G030,21186178,MNQ,MNQH6,CME,"01/16/2026 04:21:39.802-0500",BOT,1,25822.25,
PST-006776-G030,21186549,MNQ,MNQH6,CME,"01/16/2026 04:46:46.624-0500",SLD,3,25823.25,
PST-006776-G030,21186557,MNQ,MNQH6,CME,"01/16/2026 04:47:42.638-0500",BOT,1,25826.50,
PST-006776-G030,21186564,MNQ,MNQH6,CME,"01/16/2026 04:47:43.711-0500",BOT,1,25826.50,
PST-006776-G030,21186583,MNQ,MNQH6,CME,"01/16/2026 04:50:00.504-0500",BOT,1,25832.00,
PST-006776-G030,21186595,MNQ,MNQH6,CME,"01/16/2026 04:52:38.173-0500",SLD,1,25821.75,
PST-006776-G030,21186600,MNQ,MNQH6,CME,"01/16/2026 04:52:42.721-0500",SLD,1,25822.75,
PST-006776-G030,21186615,MNQ,MNQH6,CME,"01/16/2026 04:57:00.456-0500",SLD,1,25819.50,
PST-006776-G030,21186649,MNQ,MNQH6,CME,"01/16/2026 04:57:54.786-0500",SLD,1,25815.00,
PST-006776-G030,21186713,MNQ,MNQH6,CME,"01/16/2026 05:08:40.950-0500",SLD,1,25812.00,
PST-006776-G030,21186729,MNQ,MNQH6,CME,"01/16/2026 05:10:14.443-0500",BOT,1,25822.00,
PST-006776-G030,21186734,MNQ,MNQH6,CME,"01/16/2026 05:10:23.761-0500",BOT,1,25825.50,
PST-006776-G030,21186739,MNQ,MNQH6,CME,"01/16/2026 05:10:30.809-0500",BOT,1,25827.00,
PST-006776-G030,21186744,MNQ,MNQH6,CME,"01/16/2026 05:10:33.117-0500",BOT,1,25828.00,
PST-006776-G030,21186981,MNQ,MNQH6,CME,"01/16/2026 05:40:54.540-0500",BOT,1,25853.75,
PST-006776-G030,21187837,MNQ,MNQH6,CME,"01/16/2026 06:45:58.843-0500",SLD,3,25842.75,
PST-006776-G030,21187852,MNQ,MNQH6,CME,"01/16/2026 06:46:26.899-0500",BOT,1,25847.75,
PST-006776-G030,21187885,MNQ,MNQH6,CME,"01/16/2026 06:47:27.631-0500",SLD,1,25839.75,
PST-006776-G030,21187950,MNQ,MNQH6,CME,"01/16/2026 06:49:38.770-0500",BOT,1,25840.50,
PST-006776-G030,21188044,MNQ,MNQH6,CME,"01/16/2026 06:52:59.211-0500",BOT,1,25843.75,
PST-006776-G030,21188063,MNQ,MNQH6,CME,"01/16/2026 06:54:06.101-0500",SLD,2,25837.25,
PST-006776-G030,21188073,MNQ,MNQH6,CME,"01/16/2026 06:54:12.748-0500",BOT,1,25841.25,
PST-006776-G030,21188125,MNQ,MNQH6,CME,"01/16/2026 06:55:33.945-0500",SLD,1,25832.50,
PST-006776-G030,21188170,MNQ,MNQH6,CME,"01/16/2026 06:56:11.903-0500",BOT,1,25838.00,
PST-006776-G030,21188260,MNQ,MNQH6,CME,"01/16/2026 06:58:05.627-0500",SLD,1,25834.50,
PST-006776-G030,21188279,MNQ,MNQH6,CME,"01/16/2026 06:59:13.484-0500",BOT,1,25835.75,
PST-006776-G030,21188286,MNQ,MNQH6,CME,"01/16/2026 06:59:14.842-0500",BOT,1,25835.25,
PST-006776-G030,21188300,MNQ,MNQH6,CME,"01/16/2026 07:00:04.733-0500",SLD,2,25824.00,
PST-006776-G030,21188309,MNQ,MNQH6,CME,"01/16/2026 07:00:13.489-0500",SLD,1,25828.50,
PST-006776-G030,21188317,MNQ,MNQH6,CME,"01/16/2026 07:00:16.245-0500",SLD,1,25832.25,
PST-006776-G030,21188345,MNQ,MNQH6,CME,"01/16/2026 07:01:29.058-0500",BOT,1,25833.50,
PST-006776-G030,21188350,MNQ,MNQH6,CME,"01/16/2026 07:01:48.975-0500",BOT,1,25837.25,
PST-006776-G030,21188373,MNQ,MNQH6,CME,"01/16/2026 07:02:32.272-0500",BOT,1,25837.75,
PST-006776-G030,21188378,MNQ,MNQH6,CME,"01/16/2026 07:02:33.404-0500",BOT,1,25838.75,
PST-006776-G030,21188383,MNQ,MNQH6,CME,"01/16/2026 07:02:34.493-0500",BOT,1,25837.25,
PST-006776-G030,21188613,MNQ,MNQH6,CME,"01/16/2026 07:22:42.298-0500",SLD,3,25829.00,
PST-006776-G030,21188620,MNQ,MNQH6,CME,"01/16/2026 07:22:43.787-0500",SLD,1,25827.00,
PST-006776-G030,21188627,MNQ,MNQH6,CME,"01/16/2026 07:22:44.764-0500",SLD,1,25827.50,
PST-006776-G030,21188646,MNQ,MNQH6,CME,"01/16/2026 07:23:16.848-0500",SLD,1,25824.50,
PST-006776-G030,21188769,MNQ,MNQH6,CME,"01/16/2026 07:27:23.506-0500",BOT,1,25832.00,
PST-006776-G030,21188838,MNQ,MNQH6,CME,"01/16/2026 07:32:29.962-0500",SLD,1,25824.25,
PST-006776-G030,21188844,MNQ,MNQH6,CME,"01/16/2026 07:32:31.734-0500",SLD,1,25823.00,
PST-006776-G030,21188941,MNQ,MNQH6,CME,"01/16/2026 07:38:08.634-0500",BOT,1,25835.25,
PST-006776-G030,21188951,MNQ,MNQH6,CME,"01/16/2026 07:38:39.797-0500",BOT,3,25836.50,
PST-006776-G030,21188971,MNQ,MNQH6,CME,"01/16/2026 07:38:58.586-0500",BOT,1,25838.25,
PST-006776-G030,21189012,MNQ,MNQH6,CME,"01/16/2026 07:41:34.972-0500",BOT,1,25843.00,
PST-006776-G030,21189190,MNQ,MNQH6,CME,"01/16/2026 07:49:24.359-0500",SLD,2,25831.75,
PST-006776-G030,21189196,MNQ,MNQH6,CME,"01/16/2026 07:49:30.676-0500",SLD,1,25831.25,
PST-006776-G030,21189226,MNQ,MNQH6,CME,"01/16/2026 07:50:14.327-0500",BOT,1,25835.50,
PST-006776-G030,21189232,MNQ,MNQH6,CME,"01/16/2026 07:50:22.436-0500",SLD,1,25832.75,
PST-006776-G030,21189245,MNQ,MNQH6,CME,"01/16/2026 07:50:43.856-0500",SLD,1,25830.00,
PST-006776-G030,21189778,MNQ,MNQH6,CME,"01/16/2026 08:02:05.304-0500",BOT,2,25832.25,
PST-006776-G030,21189786,MNQ,MNQH6,CME,"01/16/2026 08:02:52.097-0500",SLD,1,25825.25,
PST-006776-G030,21189834,MNQ,MNQH6,CME,"01/16/2026 08:05:05.683-0500",BOT,1,25831.50,
PST-006776-G030,21189937,MNQ,MNQH6,CME,"01/16/2026 08:09:49.322-0500",SLD,1,25815.25,
PST-006776-G030,21191332,MNQ,MNQH6,CME,"01/16/2026 08:48:22.503-0500",BOT,1,25835.25,
PST-006776-G030,21191494,MNQ,MNQH6,CME,"01/16/2026 08:56:29.481-0500",SLD,1,25827.00,
PST-006776-G030,21191582,MNQ,MNQH6,CME,"01/16/2026 09:00:53.200-0500",BOT,1,25833.00,
PST-006776-G030,21191587,MNQ,MNQH6,CME,"01/16/2026 09:00:54.371-0500",BOT,1,25834.00,
PST-006776-G030,21191614,MNQ,MNQH6,CME,"01/16/2026 09:01:40.105-0500",SLD,1,25825.25,
PST-006776-G030,21191650,MNQ,MNQH6,CME,"01/16/2026 09:02:57.368-0500",SLD,1,25827.25,
PST-006776-G030,21191715,MNQ,MNQH6,CME,"01/16/2026 09:04:32.239-0500",BOT,1,25832.25,
PST-006776-G030,21191740,MNQ,MNQH6,CME,"01/16/2026 09:05:39.691-0500",BOT,1,25836.50,
PST-006776-G030,21192121,MNQ,MNQH6,CME,"01/16/2026 09:17:02.796-0500",SLD,1,25841.25,
PST-006776-G030,21192499,MNQ,MNQH6,CME,"01/16/2026 09:25:04.013-0500",SLD,1,25839.00,
PST-006776-G030,21192566,MNQ,MNQH6,CME,"01/16/2026 09:25:28.163-0500",BOT,1,25837.25,
PST-006776-G030,21264115,MNQ,MNQH6,CME,"01/19/2026 20:47:45.089-0500",BOT,1,25431.50,
PST-006776-G030,21264120,MNQ,MNQH6,CME,"01/19/2026 21:20:58.556-0500",SLD,1,25399.00,
PST-006776-G030,21264426,MNQ,MNQH6,CME,"01/19/2026 21:21:01.497-0500",SLD,1,25399.50,
PST-006776-G030,21264469,MNQ,MNQH6,CME,"01/19/2026 21:27:40.718-0500",BOT,1,25401.00,
PST-006776-G030,21264478,MNQ,MNQH6,CME,"01/19/2026 21:27:43.246-0500",BOT,1,25401.25,
PST-006776-G030,21264528,MNQ,MNQH6,CME,"01/19/2026 21:30:10.487-0500",BOT,1,25416.00,
PST-006776-G030,21264483,MNQ,MNQH6,CME,"01/19/2026 23:52:53.777-0500",SLD,1,25388.00,
PST-006776-G030,21264533,MNQ,MNQH6,CME,"01/19/2026 23:52:53.777-0500",SLD,1,25388.00,
PST-006776-G030,21265537,MNQ,MNQH6,CME,"01/20/2026 00:23:34.852-0500",BOT,2,25390.75,
PST-006776-G030,21265544,MNQ,MNQH6,CME,"01/20/2026 01:07:42.401-0500",SLD,1,25365.50,
PST-006776-G030,21265542,MNQ,MNQH6,CME,"01/20/2026 01:07:42.401-0500",SLD,1,25365.50,
PST-006776-G030,21265772,MNQ,MNQH6,CME,"01/20/2026 01:08:04.737-0500",SLD,1,25364.75,
PST-006776-G030,21265823,MNQ,MNQH6,CME,"01/20/2026 01:15:56.984-0500",SLD,2,25335.50,
PST-006776-G030,21265882,MNQ,MNQH6,CME,"01/20/2026 01:20:26.810-0500",BOT,1,25329.25,
PST-006776-G030,21265887,MNQ,MNQH6,CME,"01/20/2026 01:20:39.332-0500",BOT,1,25328.75,
PST-006776-G030,21266386,MNQ,MNQH6,CME,"01/20/2026 01:52:07.086-0500",BOT,1,25292.75,
PST-006776-G030,21266462,MNQ,MNQH6,CME,"01/20/2026 01:55:35.895-0500",BOT,1,25297.50,
PST-006776-G030,21266664,MNQ,MNQH6,CME,"01/20/2026 02:05:09.874-0500",SLD,1,25300.50,
PST-006776-G030,21266692,MNQ,MNQH6,CME,"01/20/2026 02:05:46.178-0500",BOT,1,25300.75,
PST-006776-G030,21266754,MNQ,MNQH6,CME,"01/20/2026 02:07:31.984-0500",SLD,1,25291.25,
PST-006776-G030,21266771,MNQ,MNQH6,CME,"01/20/2026 02:07:33.813-0500",SLD,1,25290.25,
PST-006776-G030,21266797,MNQ,MNQH6,CME,"01/20/2026 02:08:14.543-0500",BOT,1,25299.50,
PST-006776-G030,21266802,MNQ,MNQH6,CME,"01/20/2026 02:08:15.527-0500",BOT,1,25299.25,
PST-006776-G030,21266807,MNQ,MNQH6,CME,"01/20/2026 02:20:42.571-0500",SLD,1,25257.00,
PST-006776-G030,21266988,MNQ,MNQH6,CME,"01/20/2026 02:25:28.710-0500",BOT,2,25289.25,
PST-006776-G030,21267154,MNQ,MNQH6,CME,"01/20/2026 02:46:42.985-0500",SLD,1,25259.00,
PST-006776-G030,21267154,MNQ,MNQH6,CME,"01/20/2026 02:46:42.985-0500",SLD,1,25258.75,
PST-006776-G030,21267166,MNQ,MNQH6,CME,"01/20/2026 02:47:06.005-0500",BOT,2,25268.75,
PST-006776-G030,21267187,MNQ,MNQH6,CME,"01/20/2026 02:47:43.573-0500",BOT,1,25273.25,
PST-006776-G030,21267195,MNQ,MNQH6,CME,"01/20/2026 02:48:23.833-0500",SLD,1,25266.50,
PST-006776-G030,21267212,MNQ,MNQH6,CME,"01/20/2026 02:49:14.620-0500",BOT,1,25277.75,
PST-006776-G030,21267371,MNQ,MNQH6,CME,"01/20/2026 03:01:25.138-0500",SLD,2,25269.50,
PST-006776-G030,21267371,MNQ,MNQH6,CME,"01/20/2026 03:01:25.138-0500",SLD,1,25269.25,
PST-006776-G030,21267382,MNQ,MNQH6,CME,"01/20/2026 03:01:42.381-0500",BOT,1,25280.00,
PST-006776-G030,21267387,MNQ,MNQH6,CME,"01/20/2026 03:01:42.515-0500",BOT,1,25280.25,
PST-006776-G030,21267396,MNQ,MNQH6,CME,"01/20/2026 03:02:01.035-0500",BOT,1,25274.75,
PST-006776-G030,21267415,MNQ,MNQH6,CME,"01/20/2026 03:02:21.243-0500",SLD,1,25264.50,
PST-006776-G030,21267423,MNQ,MNQH6,CME,"01/20/2026 03:02:29.147-0500",SLD,2,25262.50,
PST-006776-G030,21267470,MNQ,MNQH6,CME,"01/20/2026 03:04:02.386-0500",BOT,1,25262.25,
PST-006776-G030,21267475,MNQ,MNQH6,CME,"01/20/2026 03:04:03.475-0500",BOT,1,25263.25,
PST-006776-G030,21267481,MNQ,MNQH6,CME,"01/20/2026 03:04:14.805-0500",SLD,2,25252.75,
PST-006776-G030,21267498,MNQ,MNQH6,CME,"01/20/2026 03:05:11.283-0500",SLD,1,25244.50,
PST-006776-G030,21267618,MNQ,MNQH6,CME,"01/20/2026 03:09:03.082-0500",BOT,1,25257.50,
PST-006776-G030,21267623,MNQ,MNQH6,CME,"01/20/2026 03:09:04.943-0500",BOT,1,25258.75,
PST-006776-G030,21267646,MNQ,MNQH6,CME,"01/20/2026 03:09:31.792-0500",BOT,1,25264.75,
PST-006776-G030,21267676,MNQ,MNQH6,CME,"01/20/2026 03:12:37.782-0500",BOT,1,25277.25,
PST-006776-G030,21267710,MNQ,MNQH6,CME,"01/20/2026 03:16:03.340-0500",SLD,1,25250.50,
PST-006776-G030,21267728,MNQ,MNQH6,CME,"01/20/2026 03:16:34.790-0500",SLD,1,25239.00,
PST-006776-G030,21267772,MNQ,MNQH6,CME,"01/20/2026 03:19:36.181-0500",SLD,1,25231.25,
PST-006776-G030,21267857,MNQ,MNQH6,CME,"01/20/2026 03:23:36.836-0500",BOT,1,25252.75,
PST-006776-G030,21267925,MNQ,MNQH6,CME,"01/20/2026 03:27:28.373-0500",SLD,1,25234.25,
PST-006776-G030,21268502,MNQ,MNQH6,CME,"01/20/2026 03:49:43.103-0500",BOT,1,25219.50,
PST-006776-G030,21268641,MNQ,MNQH6,CME,"01/20/2026 04:02:37.843-0500",SLD,1,25194.75,
PST-006776-G030,21269315,MNQ,MNQH6,CME,"01/20/2026 04:59:36.532-0500",BOT,1,25137.75,
PST-006776-G030,21269658,MNQ,MNQH6,CME,"01/20/2026 05:26:20.904-0500",BOT,1,25189.50,
PST-006776-G030,21269852,MNQ,MNQH6,CME,"01/20/2026 05:35:49.050-0500",SLD,1,25175.25,
PST-006776-G030,21269852,MNQ,MNQH6,CME,"01/20/2026 05:35:49.050-0500",SLD,1,25175.00,
PST-006776-G030,21269874,MNQ,MNQH6,CME,"01/20/2026 05:38:55.184-0500",BOT,1,25182.00,
PST-006776-G030,21270079,MNQ,MNQH6,CME,"01/20/2026 06:01:28.405-0500",BOT,1,25201.25,
PST-006776-G030,21271012,MNQ,MNQH6,CME,"01/20/2026 07:17:34.725-0500",SLD,1,25237.25,
PST-006776-G030,21271652,MNQ,MNQH6,CME,"01/20/2026 08:04:38.590-0500",SLD,1,25247.25,
PST-006776-G030,21271786,MNQ,MNQH6,CME,"01/20/2026 08:10:47.421-0500",BOT,1,25251.75,
PST-006776-G030,21271851,MNQ,MNQH6,CME,"01/20/2026 08:13:28.627-0500",SLD,1,25234.25,
PST-006776-G030,21271856,MNQ,MNQH6,CME,"01/20/2026 08:13:37.942-0500",SLD,1,25231.50,
PST-006776-G030,21271911,MNQ,MNQH6,CME,"01/20/2026 08:16:23.889-0500",BOT,1,25244.50,
PST-006776-G030,21271915,MNQ,MNQH6,CME,"01/20/2026 08:16:28.487-0500",BOT,1,25243.00,
PST-006776-G030,21271918,MNQ,MNQH6,CME,"01/20/2026 08:33:39.714-0500",SLD,1,25217.50,
PST-006776-G030,21272330,MNQ,MNQH6,CME,"01/20/2026 08:33:47.148-0500",SLD,1,25232.75,
PST-006776-G030,21272532,MNQ,MNQH6,CME,"01/20/2026 08:35:47.437-0500",BOT,1,25198.25,
PST-006776-G030,21273006,MNQ,MNQH6,CME,"01/20/2026 08:47:21.244-0500",BOT,1,25226.25,
PST-006776-G030,21274090,MNQ,MNQH6,CME,"01/20/2026 09:17:54.168-0500",SLD,1,25227.75,
PST-006776-G030,21278201,MNQ,MNQH6,CME,"01/20/2026 09:42:42.930-0500",BOT,1,25302.25,
PST-006776-G030,21278207,MNQ,MNQH6,CME,"01/20/2026 09:42:44.029-0500",SLD,1,25299.50,
PST-006776-G030,21319055,MNQ,MNQH6,CME,"01/20/2026 21:52:26.486-0500",BOT,1,25186.75,
PST-006776-G030,21319058,MNQ,MNQH6,CME,"01/20/2026 21:52:27.594-0500",SLD,1,25186.50,
PST-006776-G030,21319098,MNQ,MNQH6,CME,"01/20/2026 21:56:31.066-0500",BOT,1,25187.25,
PST-006776-G030,21319101,MNQ,MNQH6,CME,"01/20/2026 21:56:32.170-0500",SLD,1,25187.00,
PST-006776-G030,21323094,MNQ,MNQH6,CME,"01/21/2026 05:59:21.447-0500",SLD,1,25154.00,
PST-006776-G030,21323096,MNQ,MNQH6,CME,"01/21/2026 06:00:41.907-0500",BOT,1,25143.25,
PST-006776-G030,21324386,MNQ,MNQH6,CME,"01/21/2026 07:31:33.263-0500",BOT,1,25054.50,
PST-006776-G030,21324392,MNQ,MNQH6,CME,"01/21/2026 07:32:06.034-0500",SLD,1,25053.50,
PST-006776-G030,21324399,MNQ,MNQH6,CME,"01/21/2026 07:32:34.314-0500",BOT,1,25062.50,
PST-006776-G030,21324415,MNQ,MNQH6,CME,"01/21/2026 07:34:26.127-0500",SLD,1,25070.00,
PST-006776-G030,21325057,MNQ,MNQH6,CME,"01/21/2026 08:09:57.752-0500",BOT,1,25106.75,
PST-006776-G030,21325477,MNQ,MNQH6,CME,"01/21/2026 08:30:17.620-0500",SLD,1,25075.00,
PST-006776-G030,21325482,MNQ,MNQH6,CME,"01/21/2026 08:30:21.252-0500",BOT,1,25077.00,
PST-006776-G030,21325510,MNQ,MNQH6,CME,"01/21/2026 08:31:10.913-0500",SLD,1,25066.75,
PST-006776-G030,21325523,MNQ,MNQH6,CME,"01/21/2026 08:31:17.175-0500",SLD,1,25066.00,
PST-006776-G030,21326103,MNQ,MNQH6,CME,"01/21/2026 08:42:03.064-0500",BOT,1,25066.50,
PST-006776-G030,21326118,MNQ,MNQH6,CME,"01/21/2026 08:42:12.375-0500",BOT,1,25068.50,
PST-006776-G030,21326211,MNQ,MNQH6,CME,"01/21/2026 08:43:00.712-0500",SLD,1,25049.00,
PST-006776-G030,21326229,MNQ,MNQH6,CME,"01/21/2026 08:43:16.684-0500",BOT,1,25050.75,
PST-006776-G030,21326235,MNQ,MNQH6,CME,"01/21/2026 09:04:44.789-0500",SLD,1,25155.50,
PST-006776-G030,21327862,MNQ,MNQH6,CME,"01/21/2026 09:08:26.083-0500",BOT,1,25142.00,
PST-006776-G030,21329760,MNQ,MNQH6,CME,"01/21/2026 09:26:35.840-0500",SLD,1,25235.00,
PST-006776-G030,21375886,MNQ,MNQH6,CME,"01/22/2026 00:47:11.476-0500",SLD,1,25542.75,
PST-006776-G030,21376406,MNQ,MNQH6,CME,"01/22/2026 01:42:01.880-0500",BOT,1,25519.25,
PST-006776-G030,21376412,MNQ,MNQH6,CME,"01/22/2026 01:42:42.348-0500",BOT,1,25522.50,
PST-006776-G030,21376678,MNQ,MNQH6,CME,"01/22/2026 02:06:35.853-0500",SLD,1,25518.50,
PST-006776-G030,21376682,MNQ,MNQH6,CME,"01/22/2026 02:06:37.315-0500",SLD,1,25518.50,
PST-006776-G030,21376687,MNQ,MNQH6,CME,"01/22/2026 02:06:43.731-0500",SLD,1,25515.75,
PST-006776-G030,21376796,MNQ,MNQH6,CME,"01/22/2026 02:29:34.971-0500",BOT,2,25534.75,
PST-006776-G030,21376799,MNQ,MNQH6,CME,"01/22/2026 02:29:37.418-0500",BOT,1,25535.25,
PST-006776-G030,21376805,MNQ,MNQH6,CME,"01/22/2026 02:29:39.558-0500",BOT,1,25534.50,
PST-006776-G030,21376809,MNQ,MNQH6,CME,"01/22/2026 03:02:17.877-0500",SLD,1,25602.00,
PST-006776-G030,21377827,MNQ,MNQH6,CME,"01/22/2026 03:53:58.381-0500",SLD,1,25695.25,
PST-006776-G030,21428273,MNQ,MNQH6,CME,"01/22/2026 22:01:46.027-0500",BOT,1,25679.25,
PST-006776-G030,21428339,MNQ,MNQH6,CME,"01/22/2026 22:07:40.614-0500",SLD,1,25685.00,
PST-006776-G030,21428370,MNQ,MNQH6,CME,"01/22/2026 22:09:08.655-0500",BOT,1,25691.00,
PST-006776-G030,21428768,MNQ,MNQH6,CME,"01/22/2026 22:22:14.795-0500",SLD,1,25704.00,
PST-006776-G030,21429405,MNQ,MNQH6,CME,"01/22/2026 22:56:18.579-0500",SLD,1,25695.25,
PST-006776-G030,21429988,MNQ,MNQH6,CME,"01/22/2026 23:26:33.588-0500",BOT,1,25697.75,
PST-006776-G030,21429991,MNQ,MNQH6,CME,"01/22/2026 23:26:37.562-0500",BOT,1,25698.50,
PST-006776-G030,21429998,MNQ,MNQH6,CME,"01/22/2026 23:28:38.515-0500",SLD,1,25695.50,
PST-006776-G030,21430002,MNQ,MNQH6,CME,"01/22/2026 23:31:30.996-0500",BOT,1,25701.00,
PST-006776-G030,21430019,MNQ,MNQH6,CME,"01/22/2026 23:37:59.108-0500",BOT,1,25703.75,
